640 480
7 5
7
14464
-1
0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

0       0       0
2.54    0       0
5.08    0       0
7.62    0       0
10.16   0       0
12.7    0       0
15.24   0       0
0       2.54    0
2.54    2.54    0
5.08    2.54    0
7.62    2.54    0
10.16   2.54    0
12.7    2.54    0
15.24   2.54    0
0       5.08    0
2.54    5.08    0
5.08    5.08    0
7.62    5.08    0
10.16   5.08    0
12.7    5.08    0
15.24   5.08    0
0       7.62    0
2.54    7.62    0
5.08    7.62    0
7.62    7.62    0
10.16   7.62    0
12.7    7.62    0
15.24   7.62    0
0       10.16   0
2.54    10.16   0
5.08    10.16   0
7.62    10.16   0
10.16   10.16   0
12.7    10.16   0
15.24   10.16   0

327.5231        237.257
353.6028        238.4673
379.1839        239.7304
404.5051        241.0057
429.12          242.0146
453.4328        243.2116
477.3635        244.2874
329.1163        260.1843
355.6901        261.415
381.786         262.4534
407.358         263.5648
432.5322        264.4109
457.2121        265.4906
481.5231        266.3395
330.8427        284.2428
357.9717        285.2043
384.396         286.073
410.4811        287.046
435.8405        287.7839
461.1014        288.4891
485.615         289.2948
332.5981        308.791
360.0892        309.7028
387.1368        310.3237
413.4958        311.1326
439.4393        311.6835
464.7762        312.2994
489.7962        312.7974
334.4891        334.4752
362.4322        335.1114
389.7414        335.6243
416.5362        335.8905
442.8572        336.4008
468.7477        336.8178
494.1846        337.1905

390.2638        312.5174
387.0326        284.1021
383.7856        256.8383
380.6624        230.688
377.5845        205.8535
374.8162        181.6666
371.8508        158.645
421.6049        313.8591
417.5889        285.7618
413.7833        258.7315
410.0621        232.9883
406.6333        208.1805
403.1569        184.4261
399.8703        161.3552
451.9602        315.1771
447.423         287.2509
443.1019        260.6941
438.803         235.0375
434.7604        210.5718
430.7729        186.8711
426.8549        164.3016
481.6424        316.3212
476.6407        288.8165
471.8368        262.4572
466.9295        237.2399
462.4636        212.8133
457.9368        189.5463
453.66          166.7223
510.3818        317.3489
504.8354        290.262
499.472         264.289
494.2774        239.1862
489.1964        215.169
484.3217        191.9754
479.4255        169.6329

312.6684        264.5897
332.112         247.6312
349.96          231.8358
367.2473        216.7012
382.8853        202.587
398.4657        189.1846
412.5461        176.5313
341.9735        281.6278
360.3893        264.0172
378.0237        247.2937
394.2996        231.6587
409.9435        216.8165
424.375         202.9966
438.5691        189.7448
371.6285        299.0283
389.7927        280.5098
406.3903        263.2402
422.4041        246.8097
436.9149        231.6343
451.2157        216.9744
464.1216        203.3169
402.7263        316.7689
419.6843        297.6958
435.9551        279.5184
450.6965        262.6274
465.1662        246.5235
478.1375        231.5042
491.0627        217.1249
433.7663        335.1669
450.4319        314.8371
465.4972        296.2963
480.0283        278.5437
493.1597        261.9557
505.9365        246.1135
517.5893        231.3889

385.3927        323.6301
358.1042        299.5099
331.3979        275.4836
304.5251        251.4945
278.1891        227.7271
251.7567        204.0535
225.9723        180.5694
406.6985        299.3202
380.2313        275.6496
353.7369        252.1989
327.6142        228.7544
301.4787        205.5106
275.778         182.4785
250.053         159.4061
427.3015        275.8316
401.1451        252.7764
375.3353        229.8001
349.4187        207.131
324.0904        184.3624
298.5059        161.8078
273.4247        139.5559
446.6791        253.2865
421.3451        230.7205
395.8515        208.3958
370.6519        186.124
345.4904        163.9395
320.6063        142.0695
295.6973        120.2487
465.4278        231.716
440.4228        209.7227
415.5967        187.9043
390.643         166.2017
366.2249        144.6714
341.524         123.2327
317.3253        102.0946

406.9789        337.6673
395.8024        309.2222
384.8699        282.326
374.6382        256.5934
364.8556        232.5002
355.6567        209.2949
346.6724        187.3339
439.5332        334.6917
427.4658        306.9881
416.1667        280.4308
405.32          255.5081
394.8706        231.5464
384.8878        209.0517
375.7492        187.2356
470.7103        332.1703
458.2477        304.6209
446.0067        279.0149
434.7356        254.1587
423.7972        231.0676
413.4079        208.5487
403.3185        187.4497
500.6418        329.0852
487.5109        302.7041
475.2354        277.2632
463.2333        253.3122
452.038         230.2179
440.8122        208.4502
430.4999        187.4152
529.232         326.6193
515.6059        300.2957
502.7451        275.7542
490.4734        251.9466
478.6952        229.651
467.5768        207.867
456.3607        187.6068

294.8902        257.4861
308.9775        234.7674
322.2053        213.4557
334.95          192.8341
346.8305        173.5213
358.6204        154.7282
369.5684        136.869
323.5424        273.4175
336.727         250.5315
349.5381        228.646
361.5389        207.8955
373.1082        188.0063
383.9728        169.1418
394.6047        150.7085
352.0248        289.5328
364.7816        266.2288
376.6352        244.06
388.1448        222.6475
399.0019        202.6967
409.4148        183.2122
419.3255        164.7795
380.7799        305.418
392.6593        281.8337
404.0967        259.1983
414.6611        237.7816
424.9609        217.1647
434.7111        197.6803
444.1837        178.6284
409.1777        321.2201
420.3932        297.214
431.0542        274.4528
441.2273        252.5403
450.7227        231.8694
460.0173        211.7749
468.6388        192.7294

372.3841        348.2602
358.6246        319.0365
345.3074        291.7616
333.1468        266.0454
321.4193        242.0614
310.6915        219.1984
300.3222        197.7562
