-233.363419,126.742447,260.576996,23.683931,65.604408
-70.791588,147.164581,309.400543,26.764637,34.949993
-208.084198,514.323181,488.115662,32.796673,47.278034
-53.723198,160.472015,347.862701,30.220757,32.746544
-214.209167,628.853577,58.185097,10.137192,32.658535
-206.500443,442.610748,196.981934,6.689306,24.888020
-115.200089,772.647095,431.455200,23.797754,40.385788
-229.824783,416.215607,323.912292,14.019094,33.988037
-141.501923,379.749817,313.981049,8.579468,18.783339
-141.009659,487.339722,404.573425,10.924983,33.056744
-96.096230,507.246857,378.678040,30.502316,36.625977
-74.345741,249.920944,533.340576,22.018530,53.157581
-225.604858,521.747437,408.012756,11.964437,32.744499
-114.301842,764.204468,456.964874,23.863262,45.897636
-78.094879,200.868332,199.638199,22.963242,32.895458
-177.154480,583.769775,236.391754,6.050419,22.110394
-224.023651,276.743378,82.300156,17.242430,30.571636
-67.883858,208.809509,236.061234,32.223061,34.705669
-87.054459,403.359039,293.513275,27.151560,33.314137
-178.930908,323.895477,189.186203,3.884439,26.373301
-95.477318,387.383942,483.084686,18.304464,64.708939
-71.319664,333.237061,281.139069,33.894028,64.564812
-143.343781,79.976692,265.933655,6.644570,25.786770
-160.801376,603.954651,151.512817,30.032103,33.591679
-136.966919,742.980652,57.829327,70.587204,133.769089
-214.105194,647.136353,73.982140,26.420712,35.990429
-134.807999,299.077118,175.566910,15.757803,44.651134
-148.439743,250.188828,83.074501,10.226337,18.820791
-210.422653,597.154419,249.407227,29.348637,47.255680
-95.584023,391.786560,462.581146,52.248158,68.466515
-179.954498,201.615234,404.170013,9.200169,17.426001
-216.455261,502.230530,256.696808,8.334966,14.077115
-214.716492,628.610535,58.333916,11.283085,35.202164
-79.450203,472.867828,225.515747,9.761799,15.816743
-226.438965,522.341614,407.599731,13.142992,34.690258
-199.601578,789.134399,503.624420,8.692666,17.983246
-145.020203,651.866516,304.158081,46.962811,50.904152
-158.809494,292.496582,339.406525,40.851486,47.076080
-82.454048,216.874481,324.814362,4.831884,15.279412
-135.523483,79.829651,248.054749,2.815435,24.995729
-203.968597,443.032410,197.191086,7.840921,27.883293
-135.960953,699.459656,79.254845,5.938284,102.321236
1.570796,0.000000,0.000000,0.000000,0.000000
-112.158653,578.163269,291.023438,21.808466,41.227264
-111.669418,337.746002,58.477142,9.611080,15.914936
-189.462967,476.117706,546.765076,18.390545,33.652729
-140.921310,379.969574,313.423798,9.938343,21.973186
-121.949760,411.621094,205.612732,18.672554,32.591835
-180.021317,323.086121,188.612045,5.524035,27.734259
-171.111465,585.969421,236.786255,10.554273,22.411051
-178.878296,673.149658,431.062012,8.069939,11.132404
-121.007393,583.721252,50.101364,6.518198,11.315833
-60.397533,102.287453,391.525909,9.644505,12.877027
-107.500488,386.442200,558.717590,42.842838,60.220657
-189.494186,472.134918,359.861176,12.125604,14.788084
-89.827591,388.180725,394.072906,32.067924,39.404396
-237.985550,163.412857,120.787132,10.188118,27.829679
-109.381554,480.205048,71.198097,7.714244,11.420374
-119.405045,317.725769,524.871948,32.614231,70.237160
-133.489655,136.103516,211.100037,2.689799,26.265028
-239.843246,123.124146,290.780609,5.718551,15.520787
-182.035355,705.251343,180.439987,12.164686,19.365582
1.570796,0.000000,0.000000,0.000000,0.000000
-232.580658,119.604813,369.345978,7.191741,16.554773
-109.466698,282.893250,423.298065,24.560040,45.681572
-65.019768,91.316719,228.144836,6.580485,11.676961
-161.135391,570.533875,40.226471,8.791445,10.528979
-122.862228,773.622742,561.796143,7.178626,13.860640
-81.807030,512.191650,137.133362,7.102613,13.426097
-129.820328,304.267334,176.915298,20.761576,49.990604
-94.107933,716.766174,573.016479,9.181519,18.517302
-112.891304,721.425720,372.586365,8.410235,11.523079
-213.707916,585.229370,514.996826,6.085110,12.225263
-88.714668,639.098450,181.972015,9.812140,15.259535
