129,80,64,78
119,78,64,81
111,73,65,82
104,67,65,85
100,62,62,84
93,58,63,84
93,58,64,82
92,60,64,83
91,65,64,82
88,71,68,85
85,79,67,80
84,83,64,79
80,85,60,78
72,84,61,77
64,82,65,78
61,77,61,78
62,71,60,80
61,69,62,75
65,69,61,75
69,69,61,77
75,74,59,73
77,79,61,73
78,82,60,71
83,84,61,68
85,86,60,70
90,86,61,70
96,81,57,73
103,77,56,70
106,68,58,74
116,61,56,74
125,57,56,73
133,57,55,74
137,60,58,78
134,64,63,77
139,67,60,77
140,68,63,75
139,71,69,78
142,71,61,78
139,67,60,81
141,66,64,80
141,66,64,78
138,61,66,78
138,63,67,77
138,66,66,75
135,67,70,77
139,68,64,78
135,65,69,82
139,69,62,78
140,68,64,77
141,67,63,77
143,62,64,79
146,58,64,79
151,53,64,81
154,56,63,75
159,62,60,73
160,69,58,72
158,76,58,75
159,78,58,77
156,83,59,72
152,80,62,70
151,70,57,74
158,66,55,74
162,62,56,73
166,67,57,67
168,67,53,70
169,73,49,65
161,76,54,64
155,77,56,66
152,77,52,64
145,78,51,61
134,71,55,64
135,69,48,61
131,63,51,62
134,63,53,63
135,65,49,62
132,64,56,67
135,70,52,62
132,71,54,66
131,71,53,63
130,72,52,62
128,75,51,57
125,70,54,64
126,68,53,60
132,66,50,60
137,65,49,59
144,69,52,59
150,71,48,61
156,72,52,62
164,71,49,59
170,66,49,64
171,66,52,62
175,66,49,61
174,64,50,61
176,58,47,64
177,55,47,62
178,56,47,58
178,54,44,60
177,58,45,56
180,62,45,59
179,71,43,57
174,75,43,58
169,79,45,54
162,78,46,56
156,74,47,56
155,71,49,56
159,65,48,58
161,62,49,58
161,64,50,57
161,68,50,56
161,70,52,57
164,73,48,57
163,78,49,50
162,79,50,52
161,80,53,51
162,84,52,50
169,78,49,50
169,73,46,52
171,74,46,50
175,76,44,49
173,82,44,50
172,85,40,49
169,87,40,47
165,88,42,47
162,88,40,48
162,86,44,50
157,82,45,48
155,78,41,50
148,77,45,52
147,79,39,46
144,73,43,45
142,67,41,43
140,65,41,49
138,71,42,46
139,73,41,44
140,75,40,44
137,77,39,47
134,79,40,46
132,81,46,46
131,80,41,46
135,77,42,49
144,79,38,46
147,80,42,48
156,78,39,50
163,80,39,46
166,78,38,50
168,81,37,48
166,82,38,48
164,83,41,46
172,80,35,45
172,79,34,45
169,78,35,44
163,76,33,43
157,75,33,39
158,77,35,38
158,79,31,39
