110, 100, 100, 100, 60, 108, 76, 71, 94, 0, 0, 0, 0, 0, 3, 0, 1, 28, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 130, 77, 76, 71, 94, 0, 0, 0, 0, 0, 0, 43, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 110, 89, 76, 71, 94, 0, 0, 0, 0, 6, 3, 9, 48, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 13, 126, 89, 72, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 37, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 15, 119, 78, 71, 94, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 40, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 50, 113, 100, 143, 94, 0, 0, 0, 0, 0, 0, 0, 0, 5, 72, 0, 0, 0, 0, 0, 0, 0, 8, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 117, 77, 76, 71, 94, 0, 0, 0, 37, 73, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 81, 110, 77, 72, 94, 0, 0, 0, 0, 0, 0, 56, 6, 0, 0, 43, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 100, 100, 100, 44, 96, 76, 71, 94, 0, 0, 0, 1, 1, 2, 3, 1, 11, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50
110, 100, 100, 100, 66, 80, 95, 71, 94, 0, 0, 0, 0, 0, 0, 39, 17, 0, 0, 0, 0, 0, 0, 15, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70
