0.8494,2.1770,0.5982,1.6894,3.1137,-3.4060,3.7986,-2.6421,1.5779,-0.1808,-0.2118,1.6327,4.6640,1.0808,-1.1717,-1.6605,0.5775,1.6638,3.0895,-3.0276,0
0.9471,0.5431,0.7821,-0.4493,-0.0078,1.3164,0.7556,-0.0614,1.6040,1.6859,0.2645,-0.3816,1.2591,0.6079,-2.2921,1.0078,2.6866,-1.4216,-0.6064,2.3738,1
0.7590,-0.3142,0.8975,-1.7429,2.0028,1.1171,0.9107,1.3603,-0.4886,-0.1444,0.9819,1.1203,0.5985,0.4741,2.0260,1.4306,-0.3357,0.7900,1.1226,0.3024,1
0.5306,1.3742,0.5170,1.2261,1.1218,-0.0043,-1.2268,2.2773,1.0832,0.8879,-1.1103,1.0626,2.4544,0.5873,-0.7442,1.2155,0.9163,-0.4759,0.6004,-0.4768,1
-1.4430,1.0651,2.0710,2.0698,-0.8647,-0.7861,2.6554,-0.3656,0.9714,-0.3410,0.2210,4.1953,-0.1172,-2.6937,0.0138,4.0970,1.3557,-0.9436,-0.6021,2.3482,0
-0.2575,-4.6961,-0.5187,6.4689,-1.8778,-0.5566,-0.0622,5.5721,-0.0621,1.8130,0.4988,1.2993,-1.9259,0.0613,-2.9411,-1.9527,-1.0073,-1.0416,1.8350,-1.1959,0
-0.6359,-2.2204,-3.0336,0.6882,1.3877,-0.5591,0.4120,1.1631,1.8872,4.4076,-3.2773,1.5378,2.2198,-0.9932,0.4121,0.1137,0.3136,1.5658,-0.5174,-0.9385,0
1.1435,0.3463,0.0766,1.1201,1.4600,1.3370,1.7402,0.2301,1.2990,-0.0058,-0.8013,-0.3204,0.3985,-0.4337,1.9561,1.0903,-0.2421,1.6292,-0.0806,-0.5721,1
1.3202,-1.9843,-2.9616,1.3669,0.7493,0.5463,0.8489,-3.1955,3.6867,0.8201,0.5841,-1.4376,-0.4834,0.7166,-1.8675,-0.0516,-2.5092,1.3909,4.4480,3.7373,0
1.8390,3.0359,-0.0112,0.3940,0.1882,-0.5034,0.7615,-0.6824,2.1878,0.6929,1.1147,1.6617,0.6190,0.9508,1.5675,0.0755,0.6381,0.5105,0.0407,0.8369,1
0.7225,0.0099,-3.4765,1.6100,-0.2814,-1.6867,-1.4406,-0.9397,2.4439,-2.4491,-0.1262,2.1776,0.3305,3.3503,3.4400,-1.9609,1.3890,-1.4966,4.7552,-2.8178,0
-0.6559,-1.7057,4.4773,-0.2928,-4.3201,1.9336,2.0126,0.6715,1.1932,-0.2771,2.0251,1.3053,-2.0078,1.7895,-1.3269,1.4521,-1.4021,-2.8944,-1.5104,0.1263,0
-0.9836,0.7920,0.8314,0.0212,1.5314,1.7387,2.6408,0.1051,0.5538,-0.2363,-0.6510,0.6048,2.4587,-1.6107,1.9636,-0.2012,-1.2286,-0.8265,-1.8215,1.6621,1
-0.5931,0.8782,-1.0451,0.8429,-1.9068,-1.0375,0.8611,-1.7636,0.4867,2.1426,0.4814,0.9522,0.9392,0.7816,1.2189,-0.4747,1.1455,0.2211,-0.4625,-0.1115,1
1.2247,2.5472,-1.1817,4.0161,-0.5214,-2.3961,-0.4979,-2.9361,-1.1053,0.6005,-1.9526,-3.8667,1.3723,-1.2667,0.4028,-0.2957,-0.9721,0.1137,2.3256,1.7230,0
0.3446,-0.0352,-3.0813,2.4451,-1.0156,0.6706,-1.2004,0.4714,0.1430,0.5944,-1.2952,2.3749,-1.0813,0.1946,2.4396,-0.1229,-1.7111,-0.5759,2.6070,3.5681,0
0.6966,1.0292,-0.4592,-3.7356,-2.5646,3.3893,-0.8923,-1.6736,-1.9662,-0.4819,-0.7274,-0.5119,-0.3312,0.7174,1.6280,1.5502,-0.5314,-1.0826,1.2396,-1.5071,0
-0.9423,0.2589,-1.8198,0.5005,1.5801,-0.0838,1.0681,1.1390,0.4738,0.5703,0.4136,1.7502,1.8959,2.6694,1.1392,0.0497,0.2525,1.2219,1.0361,-0.9457,1
1.0068,0.2421,1.6006,1.6886,-0.3732,-1.7128,2.0864,0.0745,0.9647,0.0195,-0.3814,-0.5097,-0.7342,-1.0664,-1.2933,0.6921,1.0723,-0.8154,-0.0056,0.2735,1
0.3657,3.1277,-4.5309,-1.2833,3.1169,-0.3498,1.2113,-0.0073,0.8590,-1.9058,-0.0655,-0.2516,1.6829,1.7766,-2.5684,-2.0112,1.3843,-0.6190,4.1933,-2.3318,0
0.9735,1.3160,1.0437,0.0320,1.1887,0.5918,0.4717,1.7477,0.6373,-0.8209,0.0614,-0.8013,0.4128,-1.2077,0.0469,0.7364,3.2595,0.2954,-0.2077,1.5038,1
0.2607,1.7576,-0.1767,-0.1462,-0.5701,-0.7634,1.7154,1.3687,0.4609,2.1868,0.4461,-0.0762,0.1121,1.2853,-0.2053,1.3831,-0.1237,-1.0225,2.5620,-0.3191,1
-0.3246,0.1831,2.0836,0.0418,0.9309,2.0177,0.5705,0.6145,1.0595,-0.0291,-0.8304,-0.0762,0.5029,1.3157,1.9203,0.6336,-0.7797,1.1044,0.6657,0.8229,1
0.9031,-0.1582,-0.1506,0.8567,1.7219,-1.6570,4.3261,0.8168,0.8776,-1.4843,2.6618,0.0010,-2.8897,-0.9369,1.2647,0.5908,-0.4421,-1.6872,-1.5462,2.9244,0
-0.9450,1.9497,1.8666,-0.6544,-0.7949,0.4892,-1.3806,-1.9313,-0.4394,-1.5632,-0.7435,0.2170,-2.7648,1.4433,-0.6983,0.9796,2.2793,-1.3722,-3.3885,0.1912,0
0.6261,2.1943,0.9938,1.8806,0.7242,-0.3696,1.6153,0.8048,0.7094,1.1824,0.1173,1.1187,-0.4867,-0.3756,-0.7872,1.3146,0.7266,-1.3182,1.3154,-0.1391,1
-3.2303,1.8147,0.9730,2.2492,-0.0140,-0.0291,-0.1575,0.5550,-0.1224,-1.7599,-3.7903,2.9754,-1.0249,0.6540,-1.6137,-3.7756,-0.4025,2.6378,5.2529,-0.6495,0
2.0187,-0.7874,2.0979,0.5574,1.9072,-0.9368,-0.9343,0.2840,0.2548,2.2558,-0.2921,-0.8476,0.7954,-0.1700,2.0413,2.9640,-2.1803,1.1978,0.7704,-1.2564,1
2.1906,0.0675,0.4521,0.5202,0.9158,1.5553,0.7355,-0.1319,1.9667,-2.4039,1.0669,1.1358,1.7051,2.0296,-0.5422,0.5469,-1.2788,0.5889,-1.0625,-0.8963,1
2.2120,-1.6943,-0.5330,0.0668,-1.7626,0.0090,-0.8818,1.1580,-0.5162,1.8893,-0.8530,-1.1288,-0.1343,-1.8218,0.3031,-1.8291,-0.2810,3.2146,-0.5048,-1.2859,0
