1.0657178e-07, 1.7872342e-06, 6.1427568e-07
1.6807284e-07, 2.5439463e-06, 1.0807473e-06
2.6507897e-07, 3.6211188e-06, 1.9014125e-06
4.1809537e-07, 5.1543198e-06, 3.3451411e-06
6.5938747e-07, 7.3364695e-06, 5.8850933e-06
1.0399225e-06, 1.0442651e-05, 1.0353325e-05
1.6399784e-06, 1.4864067e-05, 1.821465e-05
2.5865224e-06, 2.1157353e-05, 3.2045358e-05
4.0791529e-06, 3.011612e-05, 5.6379693e-05
6.4331252e-06, 4.2867407e-05, 9.9188008e-05
1.014564e-05, 6.1017636e-05, 0.00017451071
1.6000942e-05, 8.6852502e-05, 0.00030702655
2.523496e-05, 0.0001236282, 0.00054016191
3.979804e-05, 0.00017597154, 0.0009503442
6.2764688e-05, 0.00025048526, 0.0017294217
9.898682e-05, 0.00035654669, 0.0036077604
0.00016277375, 0.00050751667, 0.0075132074
0.00031701892, 0.00072242203, 0.013588616
0.00084246392, 0.0010336599, 0.020969575
0.0024396526, 0.0019445606, 0.028182453
0.0057614692, 0.004759558, 0.033897728
0.010266816, 0.012173132, 0.0379446
0.014772425, 0.0251051, 0.040729027
0.018609479, 0.040666297, 0.043082044
0.021668177, 0.054379322, 0.045815524
0.024404684, 0.064273797, 0.048970945
0.027510395, 0.071356699, 0.052594528
0.031050509, 0.077040382, 0.056443173
0.034882225, 0.082013659, 0.059952226
0.038861156, 0.086682342, 0.062415551
0.043269925, 0.091603898, 0.064021103
0.047887154, 0.09716773, 0.065149307
0.052163474, 0.10246191, 0.066297695
0.056002576, 0.10682029, 0.068033867
0.0600213, 0.10967175, 0.070997261
0.06423226, 0.11167198, 0.074994512
0.068567485, 0.11335659, 0.080049925
0.073082626, 0.11556507, 0.086134881
0.077809803, 0.11933202, 0.092757888
0.082275331, 0.12554657, 0.099524841
0.086506024, 0.13429934, 0.10606968
0.091375001, 0.14538726, 0.11192712
0.096885107, 0.15861917, 0.11700479
0.10262465, 0.17270067, 0.12139066
0.10777794, 0.18623973, 0.12508389
0.11248787, 0.19942561, 0.12846574
0.11700813, 0.21134004, 0.13163805
0.1213567, 0.22030726, 0.13460937
0.12623164, 0.22628398, 0.13749908
0.13162841, 0.23136663, 0.14038283
0.13757281, 0.23668472, 0.14332828
0.14390287, 0.24338561, 0.14665627
0.15013748, 0.25180623, 0.15062936
0.15676534, 0.26160884, 0.15536326
0.16334058, 0.27269182, 0.16099253
0.17071597, 0.28322369, 0.16766784
0.17961867, 0.28923532, 0.17581365
0.19080462, 0.29223758, 0.18495305
0.20415756, 0.29340556, 0.19468516
0.21890995, 0.29338673, 0.20446628
0.2339284, 0.2927511, 0.21368435
0.24742514, 0.2918264, 0.22243291
0.25990182, 0.29192197, 0.23068629
0.27066806, 0.29383963, 0.23801875
0.27901587, 0.29875445, 0.24440643
0.2823959, 0.30792978, 0.25006422
0.28259251, 0.32077318, 0.25529578
0.28184271, 0.33642414, 0.26065943
0.28119531, 0.35426858, 0.2668646
0.28159004, 0.37334564, 0.27414733
0.28330082, 0.39309272, 0.28257105
0.28684461, 0.4132044, 0.2915014
0.29197577, 0.43288937, 0.29980657
0.29847804, 0.45142227, 0.30617106
0.30545834, 0.46678993, 0.30902925
0.31234285, 0.476798, 0.31073394
0.3195295, 0.47930872, 0.3128497
0.32936677, 0.47693908, 0.31633204
0.34094176, 0.47214082, 0.32165974
0.35362363, 0.46688169, 0.32902935
0.36677831, 0.46252516, 0.33867428
0.37943888, 0.46042189, 0.35052615
0.39167586, 0.46200061, 0.36408564
0.40371224, 0.46843225, 0.37835264
0.4156397, 0.47884524, 0.3926473
0.42756498, 0.49275121, 0.40603989
0.43921703, 0.5093317, 0.41739672
0.45031574, 0.52746177, 0.42787835
0.46112606, 0.54571426, 0.43864447
0.47165504, 0.56288791, 0.44988242
0.48176312, 0.57765526, 0.46122488
0.49069753, 0.58948958, 0.47227919
0.49820465, 0.59732616, 0.48249292
0.50385064, 0.6026296, 0.49191958
0.50829589, 0.60867637, 0.50063401
0.5121156, 0.6179328, 0.50857127
0.51589346, 0.63362348, 0.51546246
0.52081048, 0.65420395, 0.52174819
0.52843791, 0.67873299, 0.52760971
0.54019731, 0.70622224, 0.53315794
0.55764943, 0.73527443, 0.5383848
0.58262444, 0.76448232, 0.54328817
0.61245483, 0.79225838, 0.54795408
0.64469069, 0.81768602, 0.55242342
0.67637402, 0.84011054, 0.55672944
0.70543969, 0.85953176, 0.56080186
0.73129606, 0.8761636, 0.5646854
0.75420749, 0.89035225, 0.56815517
0.77447301, 0.90224117, 0.57098359
0.79248512, 0.91199046, 0.57341814
0.80817503, 0.92076224, 0.5759365
0.82141888, 0.92848295, 0.57954073
0.83213359, 0.93540925, 0.58565599
0.84023571, 0.94180983, 0.59575051
0.84568572, 0.94794679, 0.6113869
0.84845948, 0.9540804, 0.63456291
0.85022819, 0.96046412, 0.66248035
0.85410529, 0.96599668, 0.69234651
0.86315829, 0.96996158, 0.7221179
0.87485671, 0.97202671, 0.74947625
0.88721192, 0.97137821, 0.77377039
0.90017295, 0.96905363, 0.79501283
0.91409028, 0.96614999, 0.81448346
0.92929691, 0.96388012, 0.83358359
0.94615692, 0.96361053, 0.85345912
0.96504992, 0.96667212, 0.87434894
0.98636484, 0.97490424, 0.89855009
1.0105408, 0.99024051, 0.92437303
1.0380561, 1.015877, 0.95035952
1.069473, 1.0493546, 0.97533578
1.105516, 1.0907106, 0.99816257
1.1468999, 1.1400367, 1.0187594
1.1944617, 1.1974578, 1.0376039
1.2492205, 1.2625847, 1.053926
1.3123574, 1.3357552, 1.0675305
1.3853151, 1.4171057, 1.0788163
1.4701083, 1.506968, 1.0880938
1.5670105, 1.6056057, 1.0957186
1.6761169, 1.709388, 1.1020924
1.7959633, 1.8108007, 1.1076593
1.9243369, 1.9003419, 1.1128091
2.0537252, 1.9663529, 1.1178827
2.1742895, 1.9931542, 1.1232648
2.2739437, 1.9658632, 1.129342
2.3310776, 1.9088472, 1.136535
2.3492017, 1.8469371, 1.1452929
2.3344767, 1.797061, 1.1558172
2.294709, 1.7587067, 1.1683489
2.2385101, 1.7315156, 1.1832114
2.1744859, 1.7153474, 1.2006696
2.11078, 1.7077781, 1.2210625
