9.9913286e-006; 2.4236835e-005; 3.9994137e-007
 1.1925539e-005; 2.9175266e-005; 7.2169547e-007
 1.4234167e-005; 3.5119036e-005; 1.3023017e-006
 1.6990005e-005; 4.2273783e-005; 2.3500165e-006
 2.0279218e-005; 5.0886887e-005; 4.2408833e-006
 2.4205099e-005; 6.1254876e-005; 7.652673e-006
 2.8891574e-005; 7.373171e-005; 1.3809575e-005
 3.4484929e-005; 8.8751774e-005; 2.4920517e-005
 4.116134e-005; 0.000106836; 4.4969966e-005
 4.913066e-005; 0.00012860021; 8.1150611e-005
 5.8643494e-005; 0.00015479898; 0.00014644253
 6.999691e-005; 0.00018633543; 0.00026426406
 8.354913e-005; 0.00022429255; 0.00047687421
 9.9724472e-005; 0.00026998454; 0.00086054811
 0.00011903355; 0.00032499025; 0.001497223
 0.00014207728; 0.00039119407; 0.0032238537
 0.00016958543; 0.00047088918; 0.0068687052
 0.00026635907; 0.00057208241; 0.01298642
 0.00068084634; 0.00078411098; 0.02096951
 0.0021898078; 0.0013579689; 0.029799931
 0.0060876836; 0.0034766553; 0.037982803
 0.012188704; 0.0098313969; 0.044623155
 0.019381572; 0.022857832; 0.04994081
 0.026102243; 0.040900759; 0.053975735
 0.031212151; 0.057897139; 0.056405284
 0.035172567; 0.071038961; 0.057697482
 0.038957849; 0.078668691; 0.058579911
 0.042469174; 0.081798084; 0.059707697
 0.045985129; 0.083096661; 0.061045852
 0.049889911; 0.084040791; 0.062604435
 0.054434128; 0.086006746; 0.064022601
 0.059628017; 0.088912345; 0.065038152
 0.065554708; 0.093969978; 0.066094339
 0.070699766; 0.10087334; 0.067394927
 0.075364105; 0.1092255; 0.069467463
 0.079596102; 0.11908042; 0.072204329
 0.083443239; 0.13001455; 0.075088762
 0.086503379; 0.14028794; 0.07816086
 0.088823065; 0.14963987; 0.0817618
 0.091458172; 0.15715683; 0.086675413
 0.094501376; 0.1623891; 0.092589013
 0.097134598; 0.16534188; 0.099591233
 0.099586129; 0.1679147; 0.10749805
 0.10185703; 0.17125806; 0.11600714
 0.10438181; 0.17597049; 0.12514366
