118,57,82,98
118,57,82,98
118,57,82,98
118,57,82,98
118,57,82,98
118,57,82,98
118,57,82,98
118,57,82,98
120,57,82,98
120,57,82,98
120,57,82,98
120,57,82,98
120,57,82,98
120,58,79,98
122,58,77,99
121,61,77,93
122,58,75,98
122,58,76,98
125,57,71,99
121,53,75,102
123,57,74,98
120,56,77,100
117,55,78,100
118,58,78,97
121,55,73,98
120,56,74,97
121,54,72,100
120,51,73,101
120,53,72,101
116,55,76,98
118,57,76,97
115,53,77,100
116,55,73,98
115,57,77,97
116,56,76,97
112,58,76,96
111,61,79,93
110,58,75,98
111,56,73,98
110,56,75,100
110,58,71,97
108,56,75,101
110,54,72,101
110,55,69,101
109,54,70,100
103,55,79,101
108,55,72,101
105,55,74,100
105,49,73,108
106,54,73,104
105,52,75,104
105,51,73,106
104,48,74,108
106,50,75,106
108,51,71,106
108,55,71,100
108,54,71,101
109,57,74,97
107,55,74,100
108,51,73,103
107,52,76,102
110,53,74,99
111,52,78,102
116,51,76,102
119,48,73,104
123,48,76,102
124,47,75,101
126,46,73,103
126,44,74,105
125,45,75,103
130,48,69,102
128,51,77,99
131,49,76,102
130,50,76,101
131,48,75,101
130,52,76,99
131,54,75,97
131,55,74,98
129,52,74,103
128,50,74,100
129,49,76,104
128,51,74,99
124,54,76,96
123,52,81,98
126,46,73,104
127,55,75,92
127,61,75,85
122,60,79,89
124,57,77,93
123,56,77,94
123,59,76,91
122,55,76,92
121,55,79,93
123,55,73,94
122,57,75,89
122,54,72,100
120,58,75,93
122,57,71,94
121,58,78,94
121,59,74,90
126,63,69,88
122,60,73,89
123,58,70,92
123,57,73,93
119,56,75,93
122,55,72,94
124,58,70,91
124,56,75,92
122,57,77,92
122,55,78,93
130,55,69,92
129,56,69,92
128,55,68,96
128,55,70,93
127,56,71,92
126,56,74,94
128,52,71,96
125,54,75,93
126,57,76,94
128,61,73,88
126,58,73,92
128,56,71,94
128,56,71,95
127,58,71,92
125,55,73,93
126,53,73,93
125,52,71,97
124,52,73,97
126,52,69,95
124,51,73,99
127,49,69,100
125,51,69,99
127,53,70,97
124,51,73,98
124,51,74,102
127,50,70,99
124,52,73,96
121,55,77,92
121,53,78,93
123,58,75,89
124,57,76,90
124,57,75,93
124,56,74,93
124,53,74,91
126,54,75,93
127,58,72,85
124,50,77,92
126,52,75,91
127,52,71,89
125,49,76,93
125,52,77,91
127,53,73,94
126,54,75,94
123,54,81,88
126,56,78,93
123,53,80,97
127,55,74,90
124,55,80,95
125,54,79,94
126,54,74,90
126,52,75,98
125,57,77,96
125,58,78,94
125,57,78,101
125,58,79,90
127,56,75,97
123,54,79,93
125,57,75,94
124,58,80,93
122,58,84,94
127,58,74,90
122,56,81,97
125,57,79,89
120,54,84,98
120,58,88,95
125,58,80,92
124,59,79,92
124,62,77,86
124,64,78,86
124,64,77,83
126,63,74,78
123,60,78,82
125,60,74,81
123,63,78,81
124,59,77,85
125,58,74,89
122,54,76,91
123,56,73,88
126,54,70,98
124,57,69,91
123,54,74,98
127,53,68,102
123,54,71,96
124,50,73,100
125,51,71,98
126,52,70,100
125,51,72,100
125,50,70,100
129,50,65,100
124,48,74,104
124,50,73,101
122,51,75,101
121,51,78,101
125,49,73,102
125,51,72,100
124,54,74,98
124,54,73,98
126,53,70,99
124,55,75,98
126,55,73,99
124,58,75,95
125,56,73,94
125,62,70,91
124,60,70,92
123,58,71,95
123,56,69,96
118,54,78,97
132,52,71,98
129,46,80,103
130,48,76,100
133,50,75,98
134,56,70,92
134,57,69,91
135,56,70,96
134,60,75,92
133,48,72,100
135,48,71,103
132,50,71,97
130,52,76,99
132,51,71,98
130,51,74,97
131,51,73,99
130,50,75,97
130,50,74,98
129,53,77,96
127,51,78,95
128,52,75,94
131,50,72,97
128,49,76,99
130,50,74,96
129,53,73,95
130,56,73,90
128,54,72,90
130,50,71,96
128,50,73,96
128,50,74,95
124,53,77,93
125,50,77,97
123,51,77,95
124,51,77,95
125,51,73,93
124,53,73,92
125,53,74,92
123,52,79,92
121,50,83,95
122,47,80,102
125,48,83,98
122,50,87,95
123,49,87,95
119,48,88,99
122,51,81,94
121,46,84,98
124,49,75,97
121,47,79,97
121,48,78,95
124,50,75,93
123,50,74,94
123,49,78,96
123,47,76,98
124,50,80,95
123,48,77,98
126,49,76,97
126,41,71,102
126,48,74,96
125,45,70,99
126,46,72,102
121,48,80,98
122,47,78,100
123,46,73,101
124,48,73,97
121,46,78,99
120,46,80,99
121,47,78,96
121,46,79,99
121,47,76,98
121,49,79,96
116,45,86,104
117,47,81,99
119,46,78,99
118,47,81,98
122,45,73,100
121,50,76,96
121,45,76,100
121,48,74,100
124,50,70,96
125,52,72,95
124,51,74,95
123,58,76,87
127,57,68,86
124,58,69,89
127,58,65,88
119,56,74,91
118,56,74,92
116,54,77,93
117,53,75,95
114,53,75,94
117,54,74,94
117,57,75,93
117,57,72,93
117,55,72,95
116,51,73,97
115,55,73,94
115,60,74,89
116,57,74,93
115,56,72,91
118,57,69,93
116,58,71,92
109,56,74,92
104,62,72,87
103,56,75,94
103,62,72,89
99,61,76,90
96,60,74,92
95,63,77,87
93,64,75,88
89,66,80,85
89,62,76,90
90,66,79,87
87,66,80,88
85,67,81,83
84,60,82,94
87,60,80,94
84,62,85,93
83,65,86,91
82,68,85,89
78,68,91,87
80,75,88,81
85,71,81,86
80,72,86,85
86,71,81,85
81,72,87,84
82,72,85,84
82,71,84,86
78,71,86,85
79,77,85,79
79,73,85,85
79,70,82,85
76,76,84,81
76,73,82,81
77,72,82,84
76,72,83,83
77,71,84,83
75,70,84,84
78,72,83,82
75,68,85,85
77,73,83,79
76,78,85,73
78,75,81,78
78,77,84,77
81,74,82,78
80,75,82,79
81,75,85,77
78,75,86,78
87,74,78,78
90,73,75,78
94,74,80,77
92,69,86,81
98,69,84,81
105,65,85,80
105,65,84,81
108,65,84,82
114,62,80,85
115,65,78,78
114,64,80,83
119,66,76,80
122,63,75,85
123,69,77,76
131,67,73,79
134,67,74,78
139,62,74,82
145,63,70,82
145,65,72,81
149,66,69,81
144,67,73,79
147,66,70,81
141,67,72,80
137,65,73,81
132,63,69,81
125,65,71,80
120,60,72,87
112,60,74,85
106,61,74,85
102,61,73,85
96,63,75,84
88,62,78,83
81,61,82,87
83,63,77,85
83,67,77,81
76,66,81,85
78,70,78,79
76,68,79,82
71,72,81,77
74,71,78,80
75,68,76,83
71,72,80,79
72,74,79,78
68,76,79,76
69,76,78,77
67,76,80,75
65,74,79,81
61,75,84,83
65,75,82,83
63,79,82,78
62,77,84,81
64,70,81,90
61,74,82,82
62,73,82,85
67,75,77,83
61,71,84,88
65,67,82,90
64,67,86,90
69,69,78,90
68,75,78,81
66,68,82,89
64,72,84,87
64,72,83,85
66,68,82,91
67,69,82,87
68,67,85,90
65,72,83,87
66,72,82,87
75,72,77,86
67,76,85,81
66,72,87,84
65,76,86,83
64,75,89,82
70,78,84,76
73,79,80,77
69,77,86,80
69,82,85,76
66,78,85,78
63,75,88,79
64,76,85,80
68,78,82,77
67,77,82,78
61,72,87,83
63,73,85,87
65,71,83,87
63,74,85,83
66,77,83,84
65,76,83,80
64,77,84,82
68,79,79,80
70,76,80,80
67,76,86,84
67,76,85,84
69,76,79,81
66,76,81,81
65,74,81,83
66,76,82,83
65,72,81,85
66,77,80,80
68,72,78,85
67,76,77,83
63,76,83,82
66,74,80,85
68,73,77,85
63,75,84,85
65,77,79,82
71,81,73,76
71,77,75,83
70,75,79,86
64,77,85,82
65,77,81,83
70,78,78,82
73,75,75,87
69,76,82,84
72,78,73,82
68,76,79,85
73,77,71,84
73,73,73,91
66,74,77,88
70,77,74,85
72,78,72,84
67,81,76,81
72,83,73,78
72,81,74,82
69,80,77,83
67,81,77,83
66,79,76,86
70,83,75,80
72,83,74,81
66,88,78,76
69,87,75,75
72,88,74,76
70,87,75,76
70,84,74,79
70,86,74,75
67,85,79,77
71,86,74,78
72,87,76,74
72,83,74,82
69,83,78,79
67,83,80,78
71,87,75,74
67,80,80,80
71,82,79,79
67,79,84,80
68,77,84,84
66,80,86,82
72,77,80,85
73,80,80,81
70,79,82,81
71,80,83,79
73,80,82,81
74,80,81,80
74,80,83,80
75,81,81,80
75,81,82,77
69,75,92,86
75,76,85,84
79,77,86,82
77,75,85,83
78,77,83,84
75,72,87,88
83,74,81,86
83,73,81,86
82,76,81,84
80,77,84,81
86,73,80,85
87,72,80,87
89,72,82,87
90,73,83,86
92,72,83,86
92,73,84,88
97,73,82,89
101,74,77,87
101,72,77,88
105,74,76,85
108,73,76,86
108,75,75,84
103,78,77,83
106,77,74,82
108,76,72,85
106,75,75,85
107,77,76,85
110,73,78,87
110,71,73,89
110,73,76,90
110,72,74,93
113,75,71,85
109,74,78,88
109,74,77,87
118,72,72,87
118,75,74,88
122,76,72,86
118,77,77,87
121,75,73,90
124,76,73,88
127,77,71,87
126,82,73,81
125,81,75,85
133,78,68,90
131,83,68,85
134,77,67,90
132,84,68,82
133,87,69,82
131,85,70,87
132,87,67,85
136,92,65,80
136,91,63,83
137,88,65,86
141,88,58,86
141,103,59,74
134,98,67,77
136,98,63,74
136,92,65,79
136,92,64,81
136,96,65,76
134,91,69,78
132,95,69,73
138,95,64,71
139,95,63,71
134,92,65,75
136,88,64,77
133,89,69,82
132,85,69,83
132,88,67,79
130,84,69,83
134,93,66,71
134,89,64,76
137,91,64,77
137,89,63,75
135,90,67,76
132,91,67,74
132,90,69,76
131,85,68,83
130,89,67,78
131,96,67,72
132,96,64,72
130,97,66,69
135,100,62,67
136,98,60,69
133,97,66,71
132,97,65,71
129,91,69,77
130,106,68,62
133,101,65,67
131,102,65,69
133,100,63,70
132,101,62,69
131,98,65,72
131,98,64,71
131,98,64,71
131,101,64,69
131,95,67,75
130,92,65,78
130,83,66,85
133,83,63,85
130,85,67,86
129,79,68,89
130,81,66,90
132,82,64,88
132,78,64,89
132,77,64,92
132,76,64,92
132,76,63,93
129,77,69,93
132,79,63,93
126,75,69,92
128,77,70,95
129,81,68,88
133,80,60,91
128,76,71,96
130,76,68,97
135,99,61,71
134,87,64,85
131,78,70,94
131,74,70,97
133,74,66,95
129,74,69,94
126,79,74,91
127,74,70,95
126,73,73,98
122,68,75,100
123,68,74,101
125,66,72,102
126,66,70,101
122,69,71,101
122,69,69,102
121,75,67,99
120,66,71,106
123,81,64,92
123,84,65,87
121,86,72,89
123,88,66,88
122,79,69,95
120,84,74,89
117,86,75,86
118,80,73,93
121,82,69,89
125,86,66,88
122,84,67,92
124,81,66,94
124,85,68,91
123,90,73,87
122,85,71,89
121,90,78,85
124,89,70,87
125,91,68,84
120,92,76,86
121,87,72,89
125,92,67,83
124,89,68,87
123,89,70,90
123,88,67,87
121,88,73,89
122,87,71,87
124,86,68,90
122,85,70,90
123,84,72,91
123,85,70,89
122,82,69,92
120,84,74,89
121,81,74,94
122,83,71,89
121,83,73,91
121,82,76,96
121,80,73,93
120,79,74,95
121,80,73,93
118,81,78,95
121,78,74,94
123,82,73,90
120,83,77,88
120,82,73,87
121,80,75,93
122,81,70,91
122,83,71,91
122,83,70,89
119,83,74,90
120,80,73,94
117,81,76,94
118,83,76,93
118,82,77,93
118,83,78,91
116,84,75,87
115,84,79,86
116,83,78,88
117,82,77,91
116,81,79,94
115,81,77,96
115,85,77,92
115,82,80,94
114,80,80,94
116,81,77,95
119,80,76,91
116,80,77,91
116,81,78,90
118,81,76,91
119,80,74,89
118,79,74,87
118,79,76,95
119,76,74,90
119,81,73,90
118,80,72,87
113,79,80,94
113,79,81,89
115,80,77,87
114,80,83,91
119,77,75,89
119,79,75,84
119,79,75,88
119,82,75,83
117,79,80,89
119,79,76,87
123,79,69,88
120,78,76,88
120,75,75,93
122,76,71,93
122,75,72,95
120,75,76,96
119,75,75,102
119,73,81,98
118,76,78,96
117,75,78,100
118,76,78,96
120,75,73,100
119,74,77,102
123,74,69,101
120,72,74,102
122,70,71,106
123,67,71,108
119,74,77,98
121,76,73,98
122,73,73,101
122,72,72,100
124,75,70,99
123,72,72,102
123,72,72,99
123,71,74,100
125,69,69,103
125,71,68,98
127,71,67,101
124,70,70,100
126,72,70,99
125,69,72,102
126,73,71,97
127,66,69,106
126,68,69,103
128,77,68,93
126,77,73,95
129,69,67,101
126,70,70,100
124,65,74,104
126,63,71,105
127,67,68,100
124,67,71,102
122,66,75,102
121,66,77,103
125,65,69,102
125,68,69,100
123,68,72,100
124,69,74,100
124,65,73,104
123,65,76,104
124,72,72,98
125,64,71,107
124,65,73,106
122,65,78,106
125,71,73,99
125,70,70,101
127,69,67,101
124,69,72,101
124,69,71,102
125,67,68,102
119,65,77,106
119,66,79,104
120,64,74,109
120,64,74,108
118,66,76,106
123,68,69,103
118,64,77,109
117,64,77,107
117,67,78,107
117,67,78,104
117,66,78,107
117,66,77,107
115,64,79,110
115,66,81,105
116,70,80,102
117,71,77,102
